"pollution_id","city_id","date_time","local_time","aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3"
1624,24,"2024-09-09 13:17:00","2024-09-09 07:17:00",1,567.44,NaN,13.2,5.72,1.59,5.25,8.05,1.9
1625,25,"2024-09-09 13:17:00","2024-09-09 19:17:00",5,9185.79,NaN,167.25,NaN,83.92,263.07,335.98,31.41
1626,26,"2024-09-09 13:17:00","2024-09-09 07:17:00",3,801.09,NaN,60.32,12.16,43.87,43.57,63.91,6.65
1627,27,"2024-09-09 13:17:00","2024-09-09 14:17:00",2,250.34,NaN,4.24,75.1,1.55,1.27,1.88,0.78
1628,28,"2024-09-09 13:17:00","2024-09-09 19:17:00",3,1922.61,NaN,33.93,NaN,28.85,35.31,78.66,16.97
1629,29,"2024-09-09 13:17:00","2024-09-09 17:47:00",1,397.21,NaN,15.59,25.75,7.75,4.76,7.64,4.43
1630,30,"2024-09-09 13:17:00","2024-09-09 21:17:00",4,1388.55,NaN,120.64,NaN,41.01,65.7,76.28,6.71
1631,31,"2024-09-09 13:17:00","2024-09-09 20:17:00",4,560.76,NaN,90.48,19.49,100.14,53.18,68.35,3.64
1632,32,"2024-09-09 13:17:00","2024-09-09 20:17:00",5,961.3,0,45.24,104.43,45.3,101.81,121.13,19.76
1633,33,"2024-09-09 13:17:00","2024-09-09 13:17:00",1,243.66,NaN,8.23,58.65,3.76,1.4,2.12,1.12
1634,34,"2024-09-09 13:18:00","2024-09-09 13:18:00",4,534.06,NaN,7.45,144.48,6.91,30.48,104.7,4.81
1635,35,"2024-09-09 13:18:00","2024-09-09 15:48:00",3,614.17,NaN,71.29,114.44,44.82,23.45,67.43,1.44
1636,36,"2024-09-09 13:18:00","2024-09-09 19:18:00",2,1068.12,NaN,22.28,0.05,10.37,18.47,29.41,8.04
1637,37,"2024-09-09 13:18:00","2024-09-09 21:18:00",1,181.91,NaN,21.76,18.6,9.66,3.74,4.68,0.9
1638,38,"2024-09-09 13:18:00","2024-09-09 20:18:00",5,1548.77,NaN,132.98,0.23,129.7,114.01,150.36,7.35
1639,39,"2024-09-09 13:18:00","2024-09-09 20:18:00",5,8331.3,NaN,90.48,NaN,106.81,127.08,161.21,25.08
1640,40,"2024-09-09 13:18:00","2024-09-09 20:18:00",2,327.11,0,25.02,45.78,19.07,22.9,32.59,0.56
1641,41,"2024-09-09 13:18:00","2024-09-09 20:18:00",2,313.76,0,10.28,87.98,12.04,18.76,25.38,8.61
1642,42,"2024-09-09 13:18:00","2024-09-09 17:48:00",2,460.63,NaN,31.53,15.91,72.48,21.06,26.88,0.99
1643,43,"2024-09-09 13:18:00","2024-09-09 15:18:00",2,297.07,NaN,1.31,69.38,1.36,3.33,15.41,2.63
1644,44,"2024-09-09 13:18:00","2024-09-09 15:18:00",3,640.87,NaN,63.06,134.47,59.13,23.38,64.63,NaN
1645,45,"2024-09-09 13:18:00","2024-09-09 20:18:00",5,1335.14,0,80.88,27.9,93.46,85.76,92.38,0.33
1646,46,"2024-09-09 13:18:00","2024-09-09 15:18:00",4,253.68,NaN,24.68,161.65,41.49,19.41,48.05,0.3
1647,47,"2024-09-09 13:18:00","2024-09-09 20:18:00",5,1241.68,NaN,102.82,NaN,175.48,89.74,104.88,NaN
1648,48,"2024-09-09 13:19:00","2024-09-09 20:19:00",5,1789.09,NaN,175.48,NaN,123.98,170.84,206.71,15.58
1649,49,"2024-09-09 13:19:00","2024-09-09 20:19:00",5,1134.87,NaN,105.56,NaN,59.13,106.79,122.17,0.9
1650,50,"2024-09-09 13:19:00","2024-09-09 17:49:00",1,300.41,NaN,8.91,24.68,4.77,4.87,7.28,2.31
1651,1,"2024-09-09 16:15:00","2024-09-10 00:15:00",2,277.04,NaN,38.73,0.01,20.27,15.96,20.5,1.65
1652,2,"2024-09-09 16:15:00","2024-09-09 20:45:00",5,4432.68,NaN,50.72,NaN,59.13,277.53,424.7,24.07
1653,3,"2024-09-09 16:15:00","2024-09-09 23:15:00",5,3845.22,NaN,76.77,NaN,495.91,131.74,160.58,NaN
1654,4,"2024-09-09 16:15:00","2024-09-09 21:15:00",2,413.9,0,7.28,47.21,3.13,13.78,20.88,4.88
1655,5,"2024-09-09 16:15:00","2024-09-09 12:15:00",5,407.22,NaN,6.51,181.68,10.73,17.91,26.4,5.26
1656,6,"2024-09-09 16:16:00","2024-09-09 18:16:00",3,223.64,NaN,6.68,134.47,11.92,6.92,13.81,8.74
1657,7,"2024-09-09 16:16:00","2024-09-09 09:16:00",3,534.06,NaN,27.08,75.82,55.31,26.47,29.87,0.07
1658,8,"2024-09-09 16:16:00","2024-09-09 23:16:00",5,2029.42,NaN,36.33,NaN,46.73,200.36,234.46,10.39
1659,9,"2024-09-09 16:16:00","2024-09-09 20:46:00",3,807.76,NaN,23.99,9.21,21.22,30.28,42.18,12.54
1660,10,"2024-09-09 16:16:00","2024-09-10 00:16:00",1,181.91,NaN,21.94,11.18,11.44,2.16,4.27,0.7
1661,11,"2024-09-09 16:16:00","2024-09-09 23:16:00",4,1134.87,NaN,91.85,0.91,65.8,68.63,89.82,13.05
1662,12,"2024-09-09 16:16:00","2024-09-09 20:16:00",3,574.11,NaN,19.54,20.03,6.08,22.12,62.49,5.19
1663,13,"2024-09-09 16:16:00","2024-09-09 16:16:00",3,1495.36,NaN,15.42,81.54,9.18,45.56,69.88,23.31
1664,14,"2024-09-09 16:16:00","2024-09-09 12:16:00",1,260.35,NaN,3.21,50.78,2.06,5.97,8.45,0.97
1665,15,"2024-09-09 16:16:00","2024-09-09 20:46:00",4,1028.06,NaN,40.78,25.03,47.21,55.6,71.9,9.88
1666,16,"2024-09-09 16:16:00","2024-09-09 23:16:00",1,287.06,0,8.05,16.63,3.1,2.91,11.42,0.78
1667,17,"2024-09-09 16:16:00","2024-09-09 23:16:00",5,1588.82,NaN,115.16,NaN,76.29,177.02,210.1,0.24
1668,18,"2024-09-09 16:16:00","2024-09-09 23:16:00",5,2162.93,NaN,51.41,NaN,98.23,193.91,212.81,2.5
1669,19,"2024-09-09 16:16:00","2024-09-09 20:16:00",5,5340.58,NaN,238.54,0.01,49.11,192.7,249.99,59.78
1670,20,"2024-09-09 16:17:00","2024-09-09 20:47:00",1,263.69,0,5.83,26.11,0.65,1.15,2.54,2.5
1671,21,"2024-09-09 16:17:00","2024-09-09 12:17:00",5,1161.58,NaN,43.18,411.99,33.38,112.91,175.7,11.15
1672,22,"2024-09-09 16:17:00","2024-09-09 23:17:00",5,1361.85,NaN,74.71,NaN,129.7,97.16,126.88,NaN
1673,23,"2024-09-09 16:17:00","2024-09-09 20:47:00",2,801.09,NaN,43.53,3.71,29.33,23.94,31.48,10.64
1674,24,"2024-09-09 16:17:00","2024-09-09 10:17:00",1,330.45,NaN,3.04,43.63,0.8,1.33,1.99,0.89
1675,25,"2024-09-09 16:17:00","2024-09-09 22:17:00",5,15594.48,NaN,126.12,NaN,71.53,534.35,730.72,45.09
1676,26,"2024-09-09 16:17:00","2024-09-09 10:17:00",3,620.84,NaN,35.64,44.35,27.66,34.75,61.65,10.39
1677,27,"2024-09-09 16:17:00","2024-09-09 17:17:00",2,250.34,NaN,5.48,80.82,1.61,1.52,2.32,1.05
1678,28,"2024-09-09 16:17:00","2024-09-09 22:17:00",2,821.11,NaN,23.99,0.09,16.69,14.94,46.67,11.53
1679,29,"2024-09-09 16:17:00","2024-09-09 20:47:00",1,373.84,NaN,12.68,25.03,8.35,6.48,10.83,4.75
1680,30,"2024-09-09 16:17:00","2024-09-10 00:17:00",5,1588.82,NaN,94.59,NaN,42.44,77.69,90.08,7.98
1681,31,"2024-09-09 16:17:00","2024-09-09 23:17:00",4,694.28,NaN,NaN,0.06,94.41,62.43,78.55,2.6
1682,32,"2024-09-09 16:17:00","2024-09-09 23:17:00",3,660.9,0,33.93,65.09,27.66,45.83,50.31,2.06
1683,33,"2024-09-09 16:17:00","2024-09-09 16:17:00",2,250.34,NaN,9.68,69.38,3.93,1.48,2.9,1.41
1684,34,"2024-09-09 16:18:00","2024-09-09 16:18:00",2,360.49,NaN,6.51,57.94,2.18,12.46,40.33,1.87
1685,35,"2024-09-09 16:18:00","2024-09-09 18:48:00",3,614.17,0,98.71,57.22,56.74,21.86,67.08,2.09
1686,36,"2024-09-09 16:18:00","2024-09-09 22:18:00",3,1668.93,NaN,17.82,NaN,11.44,39.93,63.45,17.99
1687,37,"2024-09-09 16:18:00","2024-09-10 00:18:00",1,181.91,NaN,19.88,13.59,8.23,5.31,6.2,0.96
1688,38,"2024-09-09 16:18:00","2024-09-09 23:18:00",5,2323.15,NaN,108.3,NaN,127.79,156.88,208.56,8.23
1689,39,"2024-09-09 16:18:00","2024-09-09 23:18:00",5,8972.17,NaN,93.22,NaN,112.53,180.26,218.11,26.85
1690,40,"2024-09-09 16:18:00","2024-09-09 23:18:00",2,333.79,0,26.39,39.34,18.84,23.13,35.88,2.01
1691,41,"2024-09-09 16:18:00","2024-09-09 23:18:00",2,343.8,0,11.14,81.54,14.07,23.21,30.63,10.89
1692,42,"2024-09-09 16:18:00","2024-09-09 20:48:00",2,413.9,NaN,20.91,9.57,46.25,13.28,18.09,1.58
1693,43,"2024-09-09 16:18:00","2024-09-09 18:18:00",1,330.45,0,2.57,53.64,1.48,3.72,15.5,3.26
1694,44,"2024-09-09 16:18:00","2024-09-09 18:18:00",3,1762.39,NaN,124.75,0.01,61.04,22.29,61.34,0.45
1695,45,"2024-09-09 16:18:00","2024-09-09 23:18:00",4,1255.04,0,78.14,26.82,57.7,60.74,64.73,0.41
1696,46,"2024-09-09 16:18:00","2024-09-09 18:18:00",3,447.27,0,101.45,59.37,68.67,21.17,54.95,2.25
1697,47,"2024-09-09 16:18:00","2024-09-09 23:18:00",4,754.36,NaN,75.4,0.14,127.79,58.33,71.07,NaN
1698,48,"2024-09-09 16:19:00","2024-09-09 23:19:00",5,1575.47,NaN,127.49,NaN,76.29,186.28,222.15,3.45
1699,49,"2024-09-09 16:19:00","2024-09-09 23:19:00",5,881.2,NaN,50.72,0.02,18.6,82.64,96.5,3.48
1700,50,"2024-09-09 16:19:00","2024-09-09 20:49:00",1,333.79,NaN,9.25,17.52,5.84,6.72,10.88,2.88
1701,1,"2024-09-09 19:15:00","2024-09-10 03:15:00",2,260.35,NaN,28.1,0.06,15.97,17.86,21.78,1.93
1702,2,"2024-09-09 19:15:00","2024-09-09 23:45:00",5,3738.4,NaN,42.84,NaN,41.96,246.28,324.55,8.36
1703,3,"2024-09-09 19:15:00","2024-09-10 02:15:00",5,5554.2,NaN,84.31,NaN,556.95,197.15,232.61,NaN
1704,4,"2024-09-09 19:15:00","2024-09-10 00:15:00",2,383.85,0,9.08,42.92,4.53,12.67,18.03,3.8
1705,5,"2024-09-09 19:16:00","2024-09-09 15:16:00",5,674.25,NaN,30.5,228.88,32.9,34.39,49.23,16.21
1706,6,"2024-09-09 19:16:00","2024-09-09 21:16:00",2,240.33,0,7.71,91.55,8.35,5.93,13.56,13.68
1707,7,"2024-09-09 19:16:00","2024-09-09 12:16:00",3,347.14,NaN,7.54,124.45,14.31,12.56,14.33,0.19
1708,8,"2024-09-09 19:16:00","2024-09-10 02:16:00",3,500.68,NaN,42.16,2.3,20.98,47.6,67.92,11.4
1709,9,"2024-09-09 19:16:00","2024-09-09 23:46:00",2,560.76,NaN,17.99,14.48,13.83,19.06,26.71,6.52
1710,10,"2024-09-09 19:16:00","2024-09-10 03:16:00",1,166.89,NaN,16.62,9.57,9.78,1.56,3.42,0.65
1711,11,"2024-09-09 19:16:00","2024-09-10 02:16:00",3,534.06,0,12.68,92.98,23.37,48.6,58.26,8.11
1712,12,"2024-09-09 19:16:00","2024-09-09 23:16:00",3,453.95,NaN,13.88,27.9,4.53,18.97,54.36,3.39
1713,13,"2024-09-09 19:16:00","2024-09-09 19:16:00",5,2483.37,NaN,32.22,4.83,14.42,94.56,132.73,35.97
1714,14,"2024-09-09 19:16:00","2024-09-09 15:16:00",1,293.73,NaN,8.14,50.78,3.87,7.44,12.92,1.03
1715,15,"2024-09-09 19:16:00","2024-09-09 23:46:00",3,834.47,NaN,39.07,20.03,43.39,47.86,57.8,6.33
1716,16,"2024-09-09 19:16:00","2024-09-10 02:16:00",1,310.42,0,9.08,16.27,3.55,3.22,9.58,1.12
1717,17,"2024-09-09 19:17:00","2024-09-10 02:17:00",5,1415.25,NaN,67.86,NaN,49.59,168.34,193.96,3.55
1718,18,"2024-09-09 19:17:00","2024-09-10 02:17:00",5,1201.63,NaN,39.41,NaN,48.64,110.77,117.56,0.99
1719,19,"2024-09-09 19:17:00","2024-09-09 23:17:00",5,8010.86,NaN,241.28,NaN,34.33,316.56,383.88,47.62
1720,20,"2024-09-09 19:17:00","2024-09-09 23:47:00",1,243.66,NaN,4.88,21.1,0.47,NaN,2.3,1.9
1721,21,"2024-09-09 19:17:00","2024-09-09 15:17:00",5,801.09,NaN,37.01,191.69,13.47,21.52,46.7,8.23
1722,22,"2024-09-09 19:17:00","2024-09-10 02:17:00",5,988.01,NaN,52.09,NaN,93.46,87.6,107.1,NaN
1723,23,"2024-09-09 19:17:00","2024-09-09 23:47:00",2,627.52,NaN,28.79,12.88,19.79,18.56,24.47,6.59
1724,24,"2024-09-09 19:17:00","2024-09-09 13:17:00",1,277.04,NaN,1.82,46.49,0.66,1.05,1.52,0.64
1725,25,"2024-09-09 19:17:00","2024-09-10 01:17:00",5,9506.23,NaN,82.25,NaN,33.85,417.23,598.37,26.6
1726,26,"2024-09-09 19:17:00","2024-09-09 13:17:00",2,393.87,NaN,19.71,69.38,11.44,19.18,40.44,10.01
1727,27,"2024-09-09 19:17:00","2024-09-09 20:17:00",2,257.02,0,5.57,77.25,2.09,1.69,3.42,1.46
1728,28,"2024-09-09 19:17:00","2024-09-10 01:17:00",2,647.54,NaN,21.08,1.01,15.74,10.53,33.7,10.13
1729,29,"2024-09-09 19:17:00","2024-09-09 23:47:00",1,297.07,NaN,8.74,28.61,5.36,3.52,5.38,2.95
1730,30,"2024-09-09 19:17:00","2024-09-10 03:17:00",4,1041.41,NaN,89.11,NaN,17.41,50.48,58.8,2.01
1731,31,"2024-09-09 19:18:00","2024-09-10 02:18:00",5,1001.36,NaN,87.74,NaN,104.9,94.31,114.81,0.26
1732,32,"2024-09-09 19:18:00","2024-09-10 02:18:00",3,607.49,0,33.93,35.05,25.51,41.13,44.65,2.47
1733,33,"2024-09-09 19:18:00","2024-09-09 19:18:00",2,257.02,0,14.05,65.09,5.13,2.16,5.25,2.15
1734,34,"2024-09-09 19:18:00","2024-09-09 19:18:00",2,420.57,0,7.63,55.08,3.25,16.69,46.06,3.26
1735,35,"2024-09-09 19:18:00","2024-09-09 21:48:00",3,921.25,NaN,137.09,7.33,68.67,22.07,63.46,2.88
1736,36,"2024-09-09 19:18:00","2024-09-10 01:18:00",4,2002.72,NaN,26.05,NaN,24.56,65.85,86.58,51.17
1737,37,"2024-09-09 19:18:00","2024-09-10 03:18:00",1,185.25,NaN,23.99,3.35,10.97,7.44,8.68,2.98
1738,38,"2024-09-09 19:18:00","2024-09-10 02:18:00",5,2429.96,NaN,127.49,NaN,173.57,164.75,209.36,3.17
1739,39,"2024-09-09 19:18:00","2024-09-10 02:18:00",5,8117.68,NaN,113.79,NaN,95.37,219.55,248.51,18.24
1740,40,"2024-09-09 19:18:00","2024-09-10 02:18:00",3,323.77,NaN,25.02,21.99,13.11,25.07,39.54,3.07
1741,41,"2024-09-09 19:18:00","2024-09-10 02:18:00",3,337.12,0,NaN,81.54,12.04,29.36,35.77,7.79
1742,42,"2024-09-09 19:18:00","2024-09-09 23:48:00",2,373.84,NaN,20.39,11.98,47.21,11.99,NaN,0.71
1743,43,"2024-09-09 19:18:00","2024-09-09 21:18:00",2,400.54,0,3.51,52.93,2.12,6.41,21.69,4.88
1744,44,"2024-09-09 19:19:00","2024-09-09 21:19:00",3,667.57,NaN,62.38,9.66,22.41,19.82,57.74,0.8
1745,45,"2024-09-09 19:19:00","2024-09-10 02:19:00",4,1348.5,NaN,81.57,18.42,39.1,59.92,63.87,NaN
1746,46,"2024-09-09 19:19:00","2024-09-09 21:19:00",3,480.65,0,104.19,35.76,59.61,23.45,57.98,2.25
1747,47,"2024-09-09 19:19:00","2024-09-10 02:19:00",4,647.54,NaN,67.17,10.64,115.4,70.94,82.01,NaN
1748,48,"2024-09-09 19:19:00","2024-09-10 02:19:00",5,1308.44,NaN,81.57,NaN,48.64,166.87,191.56,3.2
1749,49,"2024-09-09 19:19:00","2024-09-10 02:19:00",3,567.44,NaN,16.97,7.96,7.33,44.97,52.89,4.24
1750,50,"2024-09-09 19:19:00","2024-09-09 23:49:00",1,267.03,NaN,7.37,16.45,4.65,4.26,6.46,2.06
